Review,product_category,score,score_category
리뷰 더보기 접기 평점 5  . 신고 세탁기건조기 세트 21 6850 20 8800 주거형태거주인원 3인취학자녀 가정성능좋아요 결혼9년차 첫 건조기 너무 갬동입니다 새집으로 입주하면서 이사날짜맞춰 바로 설치하고 이불빨래 건조해서 첫날부터 뽀송뽀송하게 편안하게 잘 수 있었네요! 기사님도 너무 친절하셔서 감사했습니다. 남편이 고장난다고 그만돌리라고 하네요 아껴쓰겠습니당 동영상컨텐츠 이미지 펼쳐보기 0,세탁기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 세탁기건조기 세트 21 6850 20 8800 주거형태거주인원 1인싱글성능좋아요 이제 사용시작해서 성능까지는 잘 모르겠습니다 그래도 기능많고 건조기가 있다는 편안함이 너무 좋습니다 삼성 기사님 너무 너무 친절하세요 덕분에 잘사용가능 할것 같습니다 동영상컨텐츠 사진 비디오 수 2 이미지 펼쳐보기 0,세탁기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 세탁기건조기 세트 21 6850 20 8800 성능좋아요 12년만에 새로 세탁기와 건조기를 바꿨어요. 컬러는 블랙이고 아래위로 놓고 사용하니 편리하고 좋습니다. 세탁기에서 건조기를 함께 조작할수 있어요. 가스 건조기 쓰다가 전기쓰니 시간이 오래걸리는데 용량이 훨씬 커지니 한번에 돌려도 되니 괜찮아요. 이불말렸을때 바짝 말려지고 먼지 털어지면 좋겠어요. 사진 비디오 수 3 이미지 펼쳐보기 0,세탁기,5.0,좋음
리뷰 더보기 접기 평점 5 1  . 신고 세탁기건조기 세트 21 6850 20 8800 주거형태거주인원 2인신혼 부부성능좋아요 일단 블랙색이 너무 이쁘고 고급집니다 용량도 크구요 요즘에는 기능 맞춤으로 나와서 제가 자주 사용하는 항목이 상단에 뜬다구 하더라구요 설치기사님도 넘 친절하시고 설명도 자세히 해주셔서 너무 좋았어요 동영상컨텐츠 이미지 펼쳐보기 0,세탁기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 세탁기건조기 세트 21 6850 20 8800 주거형태거주인원 4인대가족성능좋아요 어머니께서 통돌이만 쓰시다가 처음으로 세탁기 건조기 세트로 변경하셨는데 만족하십니다. 건조시간이 생각보다 오래걸리는게 조금 불편하긴 하지만 대체적으로 만족하십니다. 배송해주신 기사님도 너무 친절하셔서 설치하는데 전혀 어려움이 없었습니다. 이미지 펼쳐보기 0,세탁기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 세탁기건조기 세트 21 6850 20 8800 주거형태거주인원 2인신혼 부부성능좋아요 한달사용설치부터 디자인 성능까지 너무 맘에 듭니다! 거의 한달 되가는데 잘 사용중이에요 건조기가 이렇게 편한거였다니...수건 돌리고 난 뒤면 빨래개는게 즐겁습니다 설치기사님도 너무 친절하시고 제품설명이며 사용법까지 하나하나 다 설명 해주시고 직접 작동법까지 익혀주셨어요 앞으로도 잘 사용하겠습니다! 감사합니다 사진 비디오 수 4 이미지 펼쳐보기 0,세탁기,5.0,좋음
이 구매자의 처음 리뷰보기,세탁기,,나쁨
리뷰 더보기 접기 평점 5  . 신고 세탁기건조기 세트 21 6850 20 8800 주거형태거주인원 5인대가족성능좋아요 디자인도 고급지고 세련되었는데 성능도 아주 만족합니다 이불털기모드에서 이불 2개 넣어도 공간이 넉넉하네요. 설치도 꼼꼼하고 친절하게 해주셔서 좋았습니다 사진 비디오 수 3 이미지 펼쳐보기 0,세탁기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 세탁기건조기 세트 21 6850 20 8800 주거형태거주인원 1인싱글성능좋아요 배송도 친절하고 상품도 좋았 습니다. 아이 직장때문에 이사 시키면서 구입하였는데 역시 삼성이 최고네요 사진 비디오 수 3 이미지 펼쳐보기 0,세탁기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 세탁기건조기 세트 21 6850 20 8800 성능좋아요 상품은 만족이에요 건조기 소음도 별로 없고 삼성건조기는 첨써보는데 오히려 타사보다 옷 덜 줄어드는듯해요 설치기사님이 너무별로여서...기분은 별로였지만 상품은 만족요! 동영상컨텐츠 사진 비디오 수 2 이미지 펼쳐보기 0,세탁기,5.0,좋음
리뷰 더보기 접기 평점 5 89  . 신고 세탁기건조기 세트 21 6850 20 8800 주거형태거주인원 4인취학자녀 가정성능좋아요 세탁기와 건조기를 직영이 아니 장소를 따로따로 설치를 했어 사용중입니다. 제품의 품질이야 너무나도 만족하면 세탁 후 건조하니 모든 빨래도 뽀송하고 넘 좋아요. 세탁과 건조하는 시간도 생각보다 많이 걸리도 않고 좋아요. 사진 비디오 수 2 이미지 펼쳐보기 0,세탁기,5.0,좋음
"리뷰 더보기 접기 평점 5  . 신고 세탁기건조기 세트 21 6850 20 8800 성능좋아요 디자인, 기능 모두 만족하고 설치해주신 기사님도 너무 친절하셨어요. 설치도 착착 빠르게 해주시고 아주 만족스러운 소비였습니다. 사진에 안담기는데 세탁기 색상 넘 예쁨.. 세탁실에만 있기 아까운 비주얼 이미지 펼쳐보기 0",세탁기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 세탁기건조기 세트 21 6850 20 8800 성능좋아요 결혼하고...처음 바꾸는 세탁기입니다.. 너무 좋아요 11년동안 고장없이 잘 쓰던 삼섬 통돌이를 고이 보내고... 신세계를 보기 위해 건조기와 드럼으로 바꾸었습니다. 기사님들 너무 친절하게 하나하나 다 챙겨주시고 설치하고 나서도 한번 더 체크해주셨어요. 저번에 타 업체 전자제품구매했을때 집에 들어오자마자 문짝 긁어버려가지고.. 그때 생각나서 혹여나 말씀 한번 드렸는데.. 저보다 더 꼼꼼히 보시고 더 잘해주셔서..감동.. 이 제품들도 고장없이 쭉 오래 썼으면 좋겠어요 ! 잘 관리하면서 써볼게요! 더보기 사진 비디오 수 3 이미지 펼쳐보기 0,세탁기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 세탁기건조기 세트 21 6850 20 8800 성능좋아요 통돌이 쓰다가 드럼세탁기와 건조기 사용하니 와이프의 만족도가 최고 입니다.빨래도 잘되고 건조도 말 할필요가 없어요.기능도 간단하고 너무 만족 스럽습니다. 감사합니다. 이미지 펼쳐보기 0,세탁기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 세탁기건조기 세트 21 6850 20 8800 주거형태거주인원 2인신혼 부부성능좋아요 동생네 조카가 곧 태어난다해서 새 세탁기건조기세트 장만해줬어요 좁아서 걱정했는데 딱 맞게 잘들어가네요 고장없이 잘 이용하길 바랍니다 타워형이라 확실히 깔끔하고 차후 이사계획이 있더라도 분리가 가능하니 장점같아요 더보기 이미지 펼쳐보기 0,세탁기,5.0,좋음
"리뷰 더보기 접기 평점 5  . 신고 세탁기건조기 세트 21 6850 20 8800 주거형태거주인원 3인취학자녀 가정성능좋아요 설치도 빠르게 오셔서 해주시고 기사님들도 엄청친절하셨어요. 깔끔하고 세탁, 건조 조용하게 아주 잘되서 대만족합니다. 이미지 펼쳐보기 0",세탁기,5.0,좋음
"리뷰 더보기 접기 평점 5  . 신고 세탁기건조기 세트 21 6850 20 8800 주거형태거주인원 4인신혼 부부성능좋아요 소음이 적고, 스마트폰으로 진행사항및 에너지 사용량을 확인할수 있어 매우 좋아요. 이미지 펼쳐보기 0",세탁기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 세탁기건조기 세트 21 6850 20 8800 성능좋아요 비교적 저렴한 가격에 세탁기 건조기 세트로 구입할 수 있어서 좋습니다! 사진 비디오 수 2 이미지 펼쳐보기 0,세탁기,5.0,좋음
"리뷰 더보기 접기 평점 5  . 신고 세탁기건조기 세트 21 6850 20 8800 성능좋아요 가성비 좋고 빨래,건조 잘되네요. 블랙이라 외관도 이쁩니다. 만족스런 선택이었습니다. 이미지 펼쳐보기 0",세탁기,5.0,좋음
리뷰 더보기 접기 평점 5 1  . 신고 세탁기건조기 세트 21 6850 20 8800 주거형태거주인원 4인취학자녀 가정성능좋아요 통돌이 쓰다가 건조기 세탁기 세트로 큰맘 먹고 샀습니다. 후회했어요 왜 진작 안샀는지 너무 편하고 좋으네요 일단 설치하시는분? 너무너무 친절하셨어요 역시 삼성 짱 설치부터 마무리까지 모든게 완벽했어요 물건도 소중히 다루시고 다른것도 세심하게 봐주시고 마무리 설명까지 뒷정리까지 굿굿굿 너무 너무만족만족 망설이시는분 사세요 좋아요 더보기 이미지 펼쳐보기 0,세탁기,5.0,좋음
"리뷰 더보기 접기 평점 5  . 신고 콤보 에센셜 화이트 25 8995 주거형태거주인원 4인취학자녀 가정 11년 사용한 삼성 드럼 세탁기가 고장이나 새 세탁기 구매를 위해 전자매장 여러곳을 돌며 서치를 하여 세탁실이 협소한 저희집 세탁실 환경을 고려한 세탁과 건조가 일체로 되는 콤보형으로 구매하기로 마음먹고는 콤보형의 대표격인 엘지모델이랑 삼성모델중 고민하다가 미니워시가 아래에 딸린 엘지를 주문하고 배송을 기다리던중 엘지 일체형이 건조시간이 오래 걸린다는 이슈를 듣게되어 엘지콤보 구매고객들의 후기를 꼼꼼히 찾아보니 건조중 건조시간이 2 3시간 씩 늘어나 밤새 건조한 사례, 미니워시 사용후 세탁조를 열어놓지않으면 여름철 곰팡이가 폈고 서랍식의 미니어시를 열어놓으면 공간차지로 불편한 사례등등을 알게되고 삼성 콤보 구매자의 후기를 보니 만족도가 훨 높은것을 보고는 한번 구매하면 10년이상은 사용할 제품인지라 고민끝에 엘지취소후 삼성 비스포크 콤보로 재주문하였고 이틀후 배송받아 빠른설치후 아주 잘 사용하고 있습니다. 세탁 깨끗이 잘 되구요 건조 잘됩니다 사용시 스크린 터치하여 사용하는데 화면이 직관적이라 이용에 편리하고 스마트씽스랑 연동되어 세탁상태, 종료등등의 상태확인 및 메뉴선택도 가능하고 세탁중 부분 기능 조정이 가능하여 매우 만족하며 사용중 입니다. 여기 온라인 사이트에서 구매하게되어 문의사항 같은건 어디로 문의를 해야 하나 걱정되었는데 삼성전자 고객센타로 전화하니 제품기능사용법 등에 대한 문의도 친절하고 빠르게 불편함없이 잘 안내받을수 있었습니다 새로 세탁기 구매 의향이 있으시다면 만족도가 높은 삼성 비스포크 콤보로 추천합니다. 더보기 사진 비디오 수 6 이미지 펼쳐보기 2",세탁기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 콤보 에센셜 화이트 25 8995 주거형태거주인원 4인취학자녀 가정 세탁기 고장으로 급 세탁기 보던중에 삼성 세탁기가 눈에 들어와 여기저기 쇼핑몰 검색하다 우연히 네이버 판매가 더 저렴하게 나와서 여기서 선택 몇일동안 구매한게 무색하게 넘 좋네요 다른곳판매 같은 모델명인데 동일상품 금액이 몇십만원 차이가 나더라구요 진작에 살걸 몇일 동안 빨래방가서 빨래했네요 내돈내산 구매 이니 신중하고 꼼꼼하게 확인하고 구매 콤보세탁기 세탁과 건조를 동시에 몇일 써보면서 느낀건 세탁후 건조까지 되니 세탁후 고무파킹에 물때나 곰팡이 낄일이없어 넘 좋다. 물 나올때 소리도 작고 빨래도 시원시원하게 돌아가고 탈수도 잘되고 기능이 있어서 빨래 양 측정 후 알아서 돌아감. 빨래 돌린후 건조할 옷 따로 뺄수있게 시간적 여유있어 빨래뺀후 누룸 건조까지 끝. 엘이디 작은건 좀더 저렴했지만 큰거를 산 이유는 세탁후나 건조후 자동으로 문이 열리고 전기세도 얼마 사용했는지 알수있어 요 거로 선택. 기존에 건조기땜시 보일러 고장나면 건조기 내리고 올리고 골치 아팠는데 콤보 세탁기 구입후 한번에 해결되니 이중삼중 돈 아끼고 넘넘넘 좋아용 설정모드 음성 안내도 변경가능하고 터치 식이라 세탁 건조 변경할때도 쉽게 보여 사용하기도 간단하고 무게감지 물 절약도되고 건조 시간도 줄고 여러 기능이 있지만 그래도 맘에 들었던건 펫기능이 있어서 넘넘 좋았던거 같아요 아직 펫 기능 사용 전이긴 하지만 넘 기대되는 기능! 빨래 돌리고 몇일동안 써봤는데 새거라그런가 기능이 좋아 그런가 유난히 피죤향기가 더 진하게 느껴지고 세탁도 깨끗하게 된거같아 넘 좋네요. 몇일동안 이거살까 저거살까 했던 시간이 넘넘넘 아깝게 느껴지네요. 콤보 세탁기 땜시 이제 보일러 고장나도 맘편하게 수리 받을수있어서 넘 좋네요. 콤보 세탁기 삼성 세탁기 내돈내산 세탁과 건조를 한번에 더보기 사진 비디오 수 7 이미지 펼쳐보기 3,세탁기,5.0,좋음
"리뷰 더보기 접기 평점 5  . 신고 콤보 에센셜 화이트 25 8995 주거형태거주인원 2인신혼 부부 처음써보는 모델이라 주문전에는 걱정많이 했는데, 세탁기 윗공간을 활용할수있다는 장점이 너무 크고!! 세탁 건조기능도 너무너무 만족합니다!! 건조성능이 좀 떨어지지않을까 염려를 많이했는데 걱정안하셔도됩니다! 보송하게 잘 말라요! 세탁코스도 다양하고! 로 세탁유형에 맞게 세탁기가 알아서 세탁을 해주니 넘 신기하고 편하더라구요 젤편한부분은 휴대폰어플로 연결하여 원격제어가 가능하고 현재 세탁상황을 볼수 있어서 다른방에서 일하다가 시간맞춰서 빨래 꺼내고 하기 너무편해요!! 신세계를 이제야 맛봤다니 !! 진짜 강추합니다 더보기 사진 비디오 수 5 이미지 펼쳐보기 1",세탁기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 콤보 에센셜 화이트 25 8995 주거형태거주인원 4인취학자녀 가정 화이트 너무 이뻐요 처음에 타워형을 살까 콤보를 살까 고민을 많이했는데 괜한 고민이였네요. 자동 문열림기능도 좋고 앱이랑 연동하니 세탁완료 알림도 와서 편리하네요. 진작살 걸 고민 왜 했나 싶어요. 색상도 고민 많이 했는데 흰색 깔끔하고 괜찮네요 콤보가 확실히 공간도 덜 차지하고 개방감있어서 보기에도 좋네요. 아직 몇번 사용안해봤지만 앞으로 편리한 생활이 될 듯 해요!! 사진 비디오 수 5 이미지 펼쳐보기 0,세탁기,5.0,좋음
"리뷰 더보기 접기 평점 5 5  . 신고 콤보 에센셜 화이트 25 8995 주거형태거주인원 1인싱글 통돌이 쓰다가 바꿨습니다. 한마디로 너무 좋아요!! 고민 말고 바꾸시길 적극 추천합니다! 타사랑 엄청 고민했는데요. 유투브 블로거 다 보고 장단점 비교했습니다. 건조 방식도 차이나고 건조 수축률도 더 낫고, 또 자동 문열림 되는거랑 안되는거랑 차이가 체감이 큼니니다. 처음에 설정이 안되어있어 끝나고 문 닫혀 있었는데, 열기가 빠져나가는거랑 아닌거랑 추후 가지러 갔을때 넘 다르더라구요. 1인 가구라 소량으로 자주 빨래하는 입장에서는 불편함 전혀 없구요. 특히 집이 좁은 분들 꼭사세요 .좁은집에 빨래 안널어도 돼서 집이 더 깨끗 쾌적한 느낌입니다. 마르고 닳도록 쓸 예정입니다 더보기 사진 비디오 수 4 이미지 펼쳐보기 1",세탁기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 콤보 에센셜 화이트 25 8995 독립기념으로 산 내돈내산 세탁기입니다 세탁기 둘 자리 공사 후 오늘 배송 받았어요! 어떤걸 살까 엄청 고민하다 자리차지 덜하겠다 싶어 선택한 콤보! 컬러 고민도 많이 했는데 좋은 혜택으로 화이트 컬러 25 8995 로 선택했어요 첫 사용으로 타올 돌리고 있는 중입니다! 실물 너무 예쁘구요....건조도 괜찮았어요 보송과 뽀송의 선택이 너무 귀엽더라구요!!아직 단점은 못찾았았네요 사진 비디오 수 3 이미지 펼쳐보기 0,세탁기,5.0,좋음
"리뷰 더보기 접기 평점 5 7  . 신고 콤보 에센셜 화이트 25 8995 주거형태거주인원 2인영유아 가정 역시 비싼게 최고입니다... 중고 통돌이 10만원짜리 쓰다가 돈 좀 썼는데, 기능적인것이나 서비스 차원에서 우리 수아엄마 노동력이 엄청 줄어드는것에, 감탄을 쉬지않고 했습니다. 좋은제품에 감사합니다. 인터넷에서 조금 아쉽니 뭐니 했지만 저는 리뷰쓰는 지금도 계속 열심히 돌리는 중입니다. 설치하는 공간에 조금 멜롱했지만 양 옆으로 잘 띄어주시고, 작동하는 곳에 다른 물건들 건섭 없도록 정리도 해주시고 선정리 까지 아주 완벽했습니다! 사진 비디오 수 7 이미지 펼쳐보기 0",세탁기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 콤보 에센셜 화이트 25 8995 주거형태거주인원 3인취학자녀 가정 12월 17일 주문해서 20일 배송날짜지정으로 받았어요 아침 9시반에 오신다고 했는데 20분전부터 일찍오셔서 금방설치해주시고 가셨어요 역시 삼성이라 설치해주시는 기사님들 친절하시고 빠르고 신속하게 설치해주셔서 감사했어요 여러가지 세탁기 비교해서 산건데 우선 타 제품보다 세탁건조기 성능이 우수하다는 평이 많아서 요 제품으로 선택했어요 옷감 손상도 최소화하면서 세탁 건조 시간도 타제품보다 단축되는 장점이 있어 이 제품이 더 마음에 들었어요 실제로 받아보니 소음도 심하지않고 터치스크린이 커서 확 눈에 잘들어와서 좋은 것 같아요 디자인도 깔끔하고 약간 크림색상인데 칼라가 참 고급스럽게 잘나온 것 같습니다. 10년만에 바꾼 세탁기인데 넘넘 마음에 들어요 직접 세탁건조해보니 건조기 돌려도 옷감손상도 적네요! 또 오래 잘써보겠습니다 더보기 사진 비디오 수 4 이미지 펼쳐보기 1,세탁기,5.0,좋음
"리뷰 더보기 접기 평점 5  . 신고 콤보 에센셜 화이트 25 8995 14년만에 바꾼 세탁기. 오프라인 매장을 두번이나 방문해봤지만 가격때문에 선뜻 구매를 못했던 제품인데 여기 사이트에서 좋은 조건으로 구매하게 되었네요. 고가의 상품을 온라인으로 구매하는거라 고민이 많았는데, 구매 전 상담도 친절하게 해주시고, 설치 기사님도 매우 친절하셨습니다. 예전 아파트라 사다리차 이용하여 안전하게 설치 했고, 잘 사용하고 있습니다. 통돌이 세탁기 선호자인 저는 콤보의 기능을 다 이해하고 사용하는건 아니지만, 빨래가 깨끗하게 빨리고 시간도 절약 되고, 무엇보다 타월 세탁과 먼지털기, 패딩 케어를 사용하며 만족도 최고입니다. 요즘 계절에 딱 필요한 기능이라 넘 잘 사용하고 있어요 건조 기능은 많이 사용 해보지는 않았지만, 점점 익숙해지면서 더 똑똑하게 사용 할 수 있을 것 같아요. 콤보 사용 열흘째 만족만족만족합니다. 타사와 비교는 안해 봤는데 늘 사용하는 브랜드 제품이라 믿고 사용 합니다. 더보기 사진 비디오 수 5 이미지 펼쳐보기 2",세탁기,5.0,좋음
"리뷰 더보기 접기 평점 5  . 신고 콤보 에센셜 화이트 25 8995 주거형태거주인원 2인신혼 부부 건조기가 필수인 요즘 세탁기 건조기 일체형이라 세탁하고나서 건조기 옮기는 수고가 없어서 너무 편하고 일체형이라 윗 공간을 활용할 수 있어서 좋아요 디자인 깔끔하고 인터페이스나 기능도 직관적이고, 성능도 좋고, 삼성 연말 세일에 사서 할인이 많이 된 상태라 일체형 세탁기 치고 합리적인 가격이라고 생각됩니다. 일반 세탁기들에 비해서는 비싸지만 충분히 투자할 만한 제품이에요 신혼 가전으로 구매했는데 아주 만족하고 사용 중입니다 배송 기사님들도 친절하셔서 설치까지 아주 편리했어요 더보기 동영상컨텐츠 사진 비디오 수 2 이미지 펼쳐보기 0",세탁기,5.0,좋음
"리뷰 더보기 접기 평점 5  . 신고 콤보 에센셜 화이트 25 8995 주거형태거주인원 3인취학자녀 가정 이전에 삼성브랜드 세탁기를 10년이상 사용했는데 만족도가 높아 이번에도 망설임 없이 삼성 세탁기를 알아 봤습니다. 이번에 구매한 콤보 세탁기는 세탁물의 세탁과 건조를 한번에 할수 있어 신세계를 맡보았고 특히 일반 표준모드로 진행했을때 2시간안에 세탁과 건조가 나와 시간을 절약할수 있었고 세탁물이 잔때 없이 깨끗하고 뽀송 뽀송해서 너무 만족했습니다, 이런 장점으로 주변 지인에게도 추천하고 추후에도 삼성 세탁기를 재구매할 의향이 있습니다. 사진 비디오 수 3 이미지 펼쳐보기 0",세탁기,5.0,좋음
"리뷰 더보기 접기 평점 5  . 신고 콤보 에센셜 화이트 25 8995 주거형태거주인원 1인싱글 이사 년째 다니면서 세탁기는 항상 옵션이였어서 평생 세탁기는 구매할 일이 없었는데 지금 이사한 집은 아파트라 세탁기가 없길래 전부터 눈여겨 봐왔던 삼성 콤보를 구매했어요 타워형도 요즘 워낙 예쁘게 나오고 세탁기 하나만 있는게 뭔가 휑?해 보여서 마지막까지 고민했는데 계속 보다보니 또 괜찮은 것 같기도 하고 역시 기기와 차는 무조건 신형.. 세탁 후 건조까지 자동으로 해줘서 전 진짜 세탁물만 넣고 빼기만 한다는게 정말 메리트가 있었어요! 세탁 코스도 많고 이제 빨래가 즐거워질 것 같아요 행사도 많이해서 적립금과 사은품 상품권 등 하면 합리적인 가격에 구매한 것 같아서 엄청 마음에 들어요 이거 똑같은 거 액정 작은 것도 있던데 몇 만원 더 저렴한 거, 그거 말구 신형 사세요 액정 커서 넘 좋네요! 다용도실 세탁실 에 대한 로망이 있어서 다용도실에 플라스틱 타일을 전체적으로 깔려고 했는데 무거워서 깨진대서 깔진 못 했어요 혹시 저 처럼 고민중인 분이 계시다면 참고하세요 더보기 사진 비디오 수 2 이미지 펼쳐보기 0",세탁기,5.0,좋음
"리뷰 더보기 접기 평점 5  . 신고 콤보 에센셜 화이트 25 8995 결혼하고 15년 동안 쓰던 통돌이가 고장나서 구입하게 되었습니다. 통돌이에 맞춰 선반을 짜놓은 상태라 크기가 맞을지 걱정 되었는데요...치수상 1,2센치정도의 여유밖에 없더라구요. 넣을때 어느정도 기스가 날 수도 있겠다 각오하고 있었는데요 설치 기사님이 너무 친절하셨고 차분히 꼼꼼하게 넣어주셔서 기스하나 없이 딱 맞게 들어갔어요. 3주정도 써본 지금 기분은 원시시대에서 문명시대로 넘어 온 느낌이예요. 빨래 시원시원하게 너무 잘 되구요 건조까지 한번에 되니 삶의 질이 확 올라갔습니다. 빨래가 재밌어져서 하루에도 몇번씩 돌린건 처음이네요. 25 용량이라 식구많은 저희집에 정말 딱 인거 같아요. 핸드폰으로 설정도 되고 밖에 나가서도 지금 빨래가 어디까지 되고 있는지 확인할 수 있어서 정말 신세계입니다. 재밌어서 자꾸 핸드폰 확인하게 되요 고장 안 나고 오래 쓸 수 있으면 좋겠어요. 더보기 사진 비디오 수 2 이미지 펼쳐보기 0",세탁기,5.0,좋음
"리뷰 더보기 접기 평점 5  . 신고 콤보 에센셜 화이트 25 8995 주거형태거주인원 4인영유아 가정 결혼후 첫집을 오피스텔에서 살아 빌트인이 되어있어 따로 가전 구매를 하지 않았었습니다. 이 후 아기가 태어나 집을 매매해서 이사왔는데 전에 사시던 집주인 할머니께서 세탁기 바꾼지 얼마 안되셨다고 두고 가셨지요 마침 살려고 했던 저희는 돈을 세이브 하자며 그 사이즈에 맞춰 인테리어를 해서 들어왔어요 그러나 최근 둘째를 하나 더 낳고 빨래가 하루도 쉬지 않는 날이 없었고 ,젖은빨래 널 자리가 부족해서 매번 스트레스를 받았습니다 . 기존 9 세탁기에 맞춰 인테리어를 하고 들어와 건조기를 따로 둘곳도 없어서 , 다시 주방을 뜯을까 아님 이사를 가야하나 스트레스를 몇년간 받았어요. 그러다 공간부족인 저는 올인원콤보 세탁기 출시가 된걸 보고 제꺼다 싶어 구매했습니다 개발자님 너무 감사드려요 협소한 주방에 많이 커보이기는 하나 막상 주방에 서면 좁아졌다는 느낌을 받지는 않더라구요. 키가 조금 커져서 그런 느낌을 받는거 같아요. 빨래를 실내에 널지 않으니 공간도 벌고 건조기 놓을 자리 공간까지도 벌었으니 너무 감사합니다. 삶의 질이 달라질꺼 같아요. 아기가 매일 세탁기 코스 선택을 장난감처럼 돌려서 스트레스 받았는데 이제 그것도 해결입니다 세탁기 하나 잘들여서 주방인테리어비 다 아꼈습니다. 가전제품 구매후 배송이 이렇게 빠른건 처음이라 그것 또한 놀랍네요 삶의 질을 바꿔줄 삼성콤보세탁기 너무 맘에들어요 최곱니다!! 더보기 사진 비디오 수 5 이미지 펼쳐보기 1",세탁기,5.0,좋음
"리뷰 더보기 접기 평점 5  . 신고 콤보 에센셜 화이트 25 8995 원하던 날짜에 배송도 잘 왔고 설치기사님께서 친절하셔서 더 만족스러웠어요 금요일에 설치하고 오늘 처음 사용해봤는데 좋아요 속옷, 겉옷 두 번 빨래 돌려봤는데 옮기지않고 한번에 끝나는것도 너무 좋아요 속옷 수건 세탁 건조포함 2시간정도 표준모드 겨울 의류 기준 2명 세탁 건조포함 3시간 5분정도 표준모드 나왔습니다 중간에 니트 빼고 건조시작했을때 2시간정도 나왔습니다 다음주에는 타올모드랑 모드로 진행해볼 예정입니다 속옷 수건 세탁시 건조를 보송하게로 했더니 덜 말랐더라고요... 겉옷은 뽀송하게로 했더니 바로 갤 수 있게끔 뽀송하게 잘 건조되었습니다 한 번밖에 사용 안해봐서 더 사용해봐야겠지만 만족스럽습니다 더보기 사진 비디오 수 3 이미지 펼쳐보기 1",세탁기,5.0,좋음
"리뷰 더보기 접기 평점 5  . 신고 콤보 에센셜 화이트 25 8995 주거형태거주인원 3인영유아 가정 저희는 통돌이랑 건조기를 같이 사용하던 가정입니다! 이번에 타운하우스로 이사를 가는데 세탁실 크기가 작아서 통돌이를 바꿔야했어요 처음에 타워형을 봤는데 길이가 높아 세탁실에 넣기가 힘들꺼같더라고요 예전에 언뜻 일체형은 별로라고 들어서 걱정했는데, 매장에서 직접 구경하고 비교했는데 맘에들어 구입을 결정했습니다 인터넷으로 구입하니 매장가격보다 저렴하게 구입할수 있었어요! 설치 기사님도 힘든 환경에서도 친절하게 설치해주셨어요 삼성제품 오랜만에 구입했는데, 디자인이나 성능 모두 맘에 들어요 잘 쓰겠습니다! 더보기 사진 비디오 수 3 이미지 펼쳐보기 0",세탁기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 콤보 에센셜 화이트 25 8995 주거형태거주인원 2인신혼 부부 신혼 집 입주하면서 요즘 좋다는 콤보로 바꿨어요 여기서 너무 좋은 금액에 사서 기분이 너무 좋네요 세탁기도 너무 예뻐요!!! 기능도 엄청 많고요 잘 사용하겠습니다 오늘 설치 받았는데 빨리 빨래해보고싶네요 기사님도 너무 친절하셨어요! 최고에용 사진 비디오 수 2 이미지 펼쳐보기 0,세탁기,5.0,좋음
